,vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
34,Animation_360P-4edc,Animation,360,106,3.682,3.627,3.699,3.6889999999999996,0.597,0.563,0.513,0.5820000000000001,640,360,yuv420p,30.0,,,
35,Animation_360P-5712,Animation,360,122,3.552,3.659,3.658,3.555,0.5329999999999999,0.622,0.621,0.632,640,360,yuv420p,30.0,,,
36,Animation_360P-5de0,Animation,360,117,3.429,3.307,3.451,3.431,0.523,0.5770000000000001,0.5429999999999999,0.551,640,360,yuv420p,30.0,,,
37,Animation_360P-631c,Animation,360,108,2.2359999999999998,2.056,2.019,1.891,0.6890000000000001,0.574,0.56,0.598,640,360,yuv420p,15.0,,,
39,Animation_360P-69e0,Animation,360,120,3.3819999999999997,3.2319999999999998,3.304,2.9010000000000002,0.599,0.733,0.755,0.784,640,360,yuv420p,29.970029970029998,,,
40,Animation_360P-7856,Animation,360,109,2.7510000000000003,2.647,2.6689999999999996,2.386,0.684,0.6940000000000001,0.7140000000000001,0.6779999999999999,640,360,yuv420p,29.970029970029998,,,
41,Animation_360P-794f,Animation,360,124,3.362,3.304,3.236,3.338,0.6409999999999999,0.561,0.586,0.55,640,360,yuv420p,29.970029970029998,,,
43,Animation_480P-046c,Animation,480,119,3.15,3.022,3.123,3.075,0.7190000000000001,0.598,0.5870000000000001,0.581,640,480,yuv420p,29.970029970029998,,,
45,Animation_480P-073c,Animation,480,107,3.407,3.123,3.113,2.9530000000000003,0.65,0.7170000000000001,0.693,0.755,640,480,yuv420p,25.0,,,
46,Animation_480P-087e,Animation,480,126,3.525,3.432,3.2319999999999998,3.353,0.523,0.565,0.72,0.601,720,480,yuv420p,15.415,,,
47,Animation_480P-08a5,Animation,480,104,3.42,3.19,3.535,3.52,0.625,0.6679999999999999,0.662,0.564,640,480,yuv420p,25.0,,,
48,Animation_480P-0d04,Animation,480,135,3.111,3.096,3.0210000000000004,2.862,0.7020000000000001,0.7290000000000001,0.725,0.76,856,480,yuv420p,30.0,,,
49,Animation_480P-1da7,Animation,480,106,3.1830000000000003,2.912,2.9589999999999996,3.228,0.679,0.7440000000000001,0.752,0.726,928,480,yuv420p,9.39,,,
51,Animation_480P-35ee,Animation,480,120,3.29,3.313,3.174,1.7,0.644,0.608,0.552,1.054,720,480,yuv420p,30.0,,,
53,Animation_480P-3fdf,Animation,480,106,3.465,3.4139999999999997,3.245,3.2,0.545,0.612,0.657,0.617,640,480,yuv420p,25.0,,,
55,Animation_480P-4b86,Animation,480,131,3.495,3.32,3.2460000000000004,3.2569999999999997,0.535,0.547,0.601,0.6679999999999999,720,480,yuv420p,29.970029970029998,,,
56,Animation_480P-4e36,Animation,480,116,3.303,3.4,3.389,3.3560000000000003,0.649,0.556,0.536,0.597,640,480,yuv420p,25.0,,,
57,Animation_480P-52af,Animation,480,133,3.656,3.64,3.6189999999999998,3.78,0.503,0.45799999999999996,0.49,0.528,854,480,yuv420p,29.970029970029998,,,
58,Animation_480P-66c0,Animation,480,125,3.4530000000000003,3.537,3.5039999999999996,3.373,0.5379999999999999,0.606,0.517,0.56,720,480,yuv420p,29.905,,,
59,Animation_480P-6e23,Animation,480,114,3.7310000000000003,3.654,3.4989999999999997,3.589,0.504,0.5660000000000001,0.7,0.627,854,480,yuv420p,29.970029970029998,,,
60,Animation_480P-6ef6,Animation,480,115,3.6069999999999998,3.5069999999999997,3.302,3.247,0.489,0.522,0.513,0.556,640,480,yuv420p,25.0,,,
62,Animation_480P-70d4,Animation,480,120,3.8480000000000003,3.9,3.793,3.6239999999999997,0.524,0.469,0.462,0.514,720,480,yuv420p,30.0,,,
64,Animation_480P-791b,Animation,480,137,3.286,3.142,3.2289999999999996,3.139,0.591,0.6409999999999999,0.6729999999999999,0.674,640,480,yuv420p,29.970029970029998,,,
65,Animation_480P-7a31,Animation,480,117,3.487,3.28,3.341,3.438,0.524,0.612,0.7440000000000001,0.53,640,480,yuv420p,8.0,,,
66,Animation_480P-7ef2,Animation,480,119,3.1639999999999997,3.123,3.1260000000000003,3.4810000000000003,0.5870000000000001,0.674,0.664,0.5660000000000001,854,480,yuv420p,25.0,,,
67,Animation_720P-0116,Animation,720,135,4.053999999999999,4.074,4.037,4.11,0.62,0.607,0.605,0.594,1280,720,yuv420p,24.0,,,
68,Animation_720P-01b3,Animation,720,112,3.638,3.46,3.2910000000000004,3.278,0.589,0.5539999999999999,0.701,0.6779999999999999,1280,720,yuv420p,25.0,,,
69,Animation_720P-06a6,Animation,720,123,3.9419999999999997,4.141,4.128,4.169,0.552,0.598,0.555,0.5579999999999999,1280,720,yuv420p,30.0,,,
70,Animation_720P-0acc,Animation,720,122,3.8760000000000003,3.7710000000000004,3.8810000000000002,3.886,0.501,0.597,0.521,0.5,1280,720,yuv420p,23.976023976024,,,
72,Animation_720P-13b7,Animation,720,136,4.3180000000000005,4.095,4.19,3.898,0.46799999999999997,0.5760000000000001,0.501,0.545,1280,720,yuv420p,30.0,,,
73,Animation_720P-1a6d,Animation,720,129,4.283,4.285,4.251,4.261,0.526,0.507,0.542,0.574,1280,720,yuv420p,25.0,,,
74,Animation_720P-2525,Animation,720,106,3.73,3.719,3.696,3.804,0.498,0.43,0.496,0.496,1280,720,yuv420p,25.0,,,
76,Animation_720P-2abf,Animation,720,127,3.615,3.5210000000000004,3.366,3.488,0.6859999999999999,0.615,0.7440000000000001,0.6970000000000001,1280,720,yuv420p,25.0,,,
78,Animation_720P-3adc,Animation,720,118,3.575,3.404,3.467,3.463,0.48200000000000004,0.59,0.5579999999999999,0.589,1280,720,yuv420p,10.0,,,
79,Animation_720P-412a,Animation,720,145,4.249,4.2780000000000005,4.244,4.129,0.599,0.675,0.628,0.653,1280,720,yuv420p,23.976023976024,,,
80,Animation_720P-41cf,Animation,720,131,3.862,3.89,3.926,4.077,0.46399999999999997,0.58,0.5529999999999999,0.624,1280,720,yuv420p,25.0,,,
81,Animation_720P-41d6,Animation,720,141,4.148,4.176,4.195,4.269,0.619,0.62,0.607,0.542,960,720,yuv420p,30.0,,,
82,Animation_720P-4268,Animation,720,123,3.846,3.682,3.7319999999999998,3.793,0.537,0.568,0.491,0.5429999999999999,1280,720,yuv420p,29.970029970029998,,,
83,Animation_720P-431c,Animation,720,135,4.396,4.41,4.084,4.206,0.49,0.457,0.507,0.43200000000000005,1280,720,yuv420p,25.0,,,
85,Animation_720P-57d9,Animation,720,121,3.522,2.7510000000000003,3.572,3.533,0.513,0.657,0.527,0.49200000000000005,1280,720,yuv420p,29.970029970029998,,,
87,Animation_720P-620f,Animation,720,127,4.522,4.64,4.641,4.501,0.47700000000000004,0.375,0.385,0.433,1280,720,yuv420p,25.0,,,
88,Animation_720P-6372,Animation,720,124,4.422,4.221,3.832,4.282,0.47700000000000004,0.615,0.564,0.507,1280,720,yuv420p,30.0,,,
89,Animation_720P-79ee,Animation,720,152,2.197,1.9680000000000002,2.2030000000000003,2.166,0.9109999999999999,0.645,0.609,0.604,1280,720,yuv420p,24.0,,,
90,Animation_720P-7b29,Animation,720,125,3.862,3.7760000000000002,3.687,3.804,0.47700000000000004,0.595,0.507,0.48,1280,720,yuv420p,24.0,,,
91,Animation_720P-7e7d,Animation,720,114,3.589,3.365,3.403,3.4819999999999998,0.63,0.784,0.8190000000000001,0.774,1280,720,yuv420p,30.0,,,
92,Animation_720P-7ff2,Animation,720,136,4.124,4.156000000000001,3.866,3.904,0.627,0.616,0.581,0.581,1280,720,yuv420p,30.0,,,
93,CoverSong_1080P-0188,CoverSong,1080,138,2.383,2.205,2.224,2.2840000000000003,1.0959999999999999,1.122,1.079,1.088,1920,1080,yuv420p,25.0,,,
94,CoverSong_1080P-033d,CoverSong,1080,127,4.433,4.3580000000000005,4.4719999999999995,4.412,0.46799999999999997,0.48200000000000004,0.431,0.495,1920,1080,yuv420p,30.0,,,
95,CoverSong_1080P-0a86,CoverSong,1080,137,4.228,4.258,4.041,4.085,0.447,0.451,0.516,0.5710000000000001,1920,1080,yuv420p,30.0,,,
96,CoverSong_1080P-0cdc,CoverSong,1080,135,2.741,2.45,2.553,2.539,0.695,0.593,0.608,0.5920000000000001,1920,1080,yuv420p,29.970029970029998,,,
97,CoverSong_1080P-0f33,CoverSong,1080,120,3.221,3.198,3.0780000000000003,3.0589999999999997,0.494,0.46799999999999997,0.652,0.632,1920,1080,yuv420p,30.0,,,
98,CoverSong_1080P-0f3a,CoverSong,1080,130,4.3580000000000005,4.4,4.3469999999999995,4.385,0.478,0.415,0.493,0.431,1440,1080,yuv420p,25.0,,,
99,CoverSong_1080P-1963,CoverSong,1080,126,3.8819999999999997,3.778,3.612,3.502,0.539,0.536,0.5429999999999999,0.618,1920,1080,yuv420p,29.970029970029998,,,
100,CoverSong_1080P-1b08,CoverSong,1080,103,3.812,3.75,3.71,3.71,0.48100000000000004,0.43200000000000005,0.465,0.479,1920,1080,yuv420p,25.0,,,
101,CoverSong_1080P-1b0c,CoverSong,1080,129,3.763,3.795,3.714,3.801,0.496,0.449,0.45899999999999996,0.431,1920,1080,yuv420p,29.724,,,
102,CoverSong_1080P-2207,CoverSong,1080,119,3.675,3.611,4.086,4.079,0.511,0.514,0.602,0.59,1440,1080,yuv420p,25.0,,,
103,CoverSong_1080P-237f,CoverSong,1080,132,3.8930000000000002,3.7089999999999996,3.613,4.1339999999999995,0.5379999999999999,0.511,0.489,0.637,1920,1080,yuv420p,25.0,,,
104,CoverSong_1080P-3409,CoverSong,1080,133,4.331,4.283,4.289,4.345,0.489,0.47700000000000004,0.551,0.486,1920,1080,yuv420p,25.0,,,
105,CoverSong_1080P-3499,CoverSong,1080,105,4.1930000000000005,4.228,4.273,4.3069999999999995,0.386,0.52,0.47600000000000003,0.456,1920,1080,yuv420p,25.0,,,
106,CoverSong_1080P-3aac,CoverSong,1080,112,3.3810000000000002,3.5239999999999996,3.407,3.4410000000000003,0.489,0.545,0.498,0.507,1920,1080,yuv420p,24.0,,,
107,CoverSong_1080P-3df8,CoverSong,1080,124,3.827,3.727,3.7510000000000003,3.877,0.507,0.469,0.425,0.444,1920,1080,yuv420p,29.970029970029998,,,
108,CoverSong_1080P-4bad,CoverSong,1080,136,4.298,4.321000000000001,4.379,4.364,0.45799999999999996,0.503,0.45799999999999996,0.478,1920,1080,yuv420p,60.0,,,
109,CoverSong_1080P-5430,CoverSong,1080,137,3.969,3.728,4.046,4.19,0.47700000000000004,0.479,0.5820000000000001,0.5579999999999999,1920,1080,yuv422p10le,29.970029970029998,,,
110,CoverSong_1080P-5456,CoverSong,1080,112,3.736,3.8289999999999997,3.778,3.762,0.445,0.51,0.541,0.523,1920,1080,yuv420p,29.970029970029998,,,
111,CoverSong_1080P-5cae,CoverSong,1080,117,3.2089999999999996,3.2910000000000004,3.267,3.267,0.662,0.544,0.445,0.53,1920,1080,yuv420p,30.0,,,
112,CoverSong_1080P-5e69,CoverSong,1080,124,3.29,3.46,3.4330000000000003,3.42,0.507,0.564,0.499,0.48100000000000004,1920,1080,yuv420p,30.0,,,
113,CoverSong_1080P-5f92,CoverSong,1080,104,4.043,4.273,4.245,4.196000000000001,0.489,0.45799999999999996,0.484,0.485,1920,1080,yuv420p,29.970029970029998,,,
114,CoverSong_1080P-6f26,CoverSong,1080,137,4.288,4.328,4.151,4.1160000000000005,0.48700000000000004,0.488,0.591,0.584,1440,1080,yuv420p,25.0,,,
115,CoverSong_360P-0a9d,CoverSong,360,130,2.5380000000000003,2.2840000000000003,2.218,2.224,0.752,0.521,0.461,0.466,640,360,yuv420p,8.761000000000001,,,
116,CoverSong_360P-0aa2,CoverSong,360,123,2.511,2.3680000000000003,2.26,2.306,0.5720000000000001,0.495,0.45899999999999996,0.43200000000000005,640,360,yuv420p,30.0,,,
117,CoverSong_360P-11f9,CoverSong,360,120,2.79,2.6069999999999998,2.7539999999999996,2.647,0.55,0.542,0.56,0.58,640,360,yuv420p,16.522000000000002,,,
119,CoverSong_360P-13d2,CoverSong,360,104,2.5780000000000003,2.441,2.404,2.414,0.667,0.506,0.563,0.511,640,360,yuv420p,25.0,,,
120,CoverSong_360P-14b9,CoverSong,360,114,2.633,2.536,2.536,2.568,0.578,0.516,0.446,0.504,640,360,yuv420p,29.970029970029998,,,
121,CoverSong_360P-1b2b,CoverSong,360,116,3.409,3.159,3.252,3.063,0.5710000000000001,0.498,0.521,0.628,640,360,yuv420p,29.970029970029998,,,
122,CoverSong_360P-2146,CoverSong,360,128,2.273,2.254,2.256,2.2769999999999997,0.6759999999999999,0.45399999999999996,0.452,0.516,640,360,yuv420p,15.879000000000001,,,
123,CoverSong_360P-2b4d,CoverSong,360,125,2.7960000000000003,2.737,2.821,2.7060000000000004,0.5329999999999999,0.478,0.589,0.469,480,360,yuv420p,30.0,,,
124,CoverSong_360P-3218,CoverSong,360,129,2.427,2.281,2.3609999999999998,2.4290000000000003,0.7120000000000001,0.597,0.557,0.545,640,360,yuv420p,21.0,,,
125,CoverSong_360P-4add,CoverSong,360,128,2.855,2.6489999999999996,2.761,2.657,0.621,0.515,0.529,0.5,640,360,yuv420p,29.970029970029998,,,
126,CoverSong_360P-53a6,CoverSong,360,127,3.235,3.255,3.1889999999999996,3.023,0.506,0.528,0.555,0.6679999999999999,640,360,yuv420p,30.0,,,
127,CoverSong_360P-59d1,CoverSong,360,126,2.8280000000000003,2.421,2.437,2.42,0.667,0.44799999999999995,0.552,0.517,640,360,yuv420p,30.0,,,
128,CoverSong_360P-5a24,CoverSong,360,114,2.7889999999999997,2.675,2.8560000000000003,2.9419999999999997,0.6559999999999999,0.5379999999999999,0.568,0.615,640,360,yuv420p,29.970029970029998,,,
129,CoverSong_360P-5d20,CoverSong,360,119,2.943,2.7569999999999997,2.718,2.708,0.642,0.595,0.502,0.602,480,360,yuv420p,30.0,,,
130,CoverSong_360P-67ec,CoverSong,360,117,2.404,2.211,2.7939999999999996,2.9419999999999997,0.581,0.55,0.6,0.5660000000000001,640,360,yuv420p,29.970029970029998,,,
131,CoverSong_360P-69ef,CoverSong,360,118,3.145,3.033,3.218,3.011,0.609,0.5820000000000001,0.507,0.585,480,360,yuv420p,30.0,,,
132,CoverSong_360P-6d6a,CoverSong,360,104,3.273,3.24,3.194,3.3169999999999997,0.58,0.478,0.447,0.537,640,360,yuv420p,14.758,,,
133,CoverSong_360P-6da7,CoverSong,360,120,2.763,2.75,2.655,2.648,0.61,0.524,0.466,0.514,640,360,yuv420p,30.0,,,
134,CoverSong_480P-0170,CoverSong,480,109,3.1180000000000003,2.915,2.763,2.844,0.569,0.665,0.578,0.627,640,480,yuv420p,15.11,,,
135,CoverSong_480P-1019,CoverSong,480,115,3.815,3.509,3.6919999999999997,3.523,0.43,0.442,0.48100000000000004,0.451,640,480,yuv420p,25.0,,,
136,CoverSong_480P-1109,CoverSong,480,114,2.826,2.762,2.573,2.271,0.614,0.607,0.563,0.584,640,480,yuv420p,25.0,,,
137,CoverSong_480P-2142,CoverSong,480,119,3.25,3.2319999999999998,3.2030000000000003,3.1519999999999997,0.532,0.53,0.483,0.66,854,480,yuv420p,29.970029970029998,,,
138,CoverSong_480P-2207,CoverSong,480,125,2.9339999999999997,2.935,2.931,2.945,0.782,0.7290000000000001,0.737,0.7509999999999999,640,480,yuv420p,30.0,,,
140,CoverSong_480P-2d2c,CoverSong,480,123,3.8369999999999997,3.7430000000000003,3.6919999999999997,3.6310000000000002,0.485,0.451,0.42700000000000005,0.447,640,480,yuv420p,30.0,,,
141,CoverSong_480P-3076,CoverSong,480,127,1.71,1.505,1.5290000000000001,1.524,0.779,0.519,0.59,0.607,640,480,yuv420p,29.8710010319917,,,
142,CoverSong_480P-35e1,CoverSong,480,104,3.608,3.437,3.5269999999999997,3.428,0.522,0.515,0.5589999999999999,0.496,640,480,yuv420p,30.0,,,
143,CoverSong_480P-3e4b,CoverSong,480,132,2.877,2.609,2.609,2.6210000000000004,0.6940000000000001,0.6679999999999999,0.6409999999999999,0.752,640,480,yuv420p,29.970029970029998,,,
144,CoverSong_480P-3e92,CoverSong,480,139,4.235,4.277,4.1739999999999995,4.2589999999999995,0.35,0.457,0.526,0.456,640,480,yuv420p,50.0,,,
145,CoverSong_480P-3f3b,CoverSong,480,120,3.0269999999999997,2.575,2.467,2.658,0.657,0.489,0.483,0.485,640,480,yuv420p,30.0,,,
146,CoverSong_480P-41a5,CoverSong,480,112,3.27,3.3089999999999997,3.264,3.392,0.456,0.518,0.557,0.425,640,480,yuv420p,16.457,,,
147,CoverSong_480P-4d34,CoverSong,480,113,2.677,2.498,2.526,2.479,0.67,0.424,0.485,0.503,640,480,yuv420p,29.916999999999998,,,
148,CoverSong_480P-53f4,CoverSong,480,118,3.1689999999999996,3.153,3.122,3.153,0.483,0.499,0.46399999999999997,0.539,640,480,yuv422p,30.0,,,
149,CoverSong_480P-59f2,CoverSong,480,121,3.418,3.404,3.342,3.508,0.517,0.546,0.5329999999999999,0.48200000000000004,720,480,yuv420p,10.965,,,
150,CoverSong_480P-5b62,CoverSong,480,135,3.056,2.8739999999999997,2.866,2.889,0.617,0.597,0.599,0.6,640,480,yuyv422,24.71,,,
151,CoverSong_480P-60a6,CoverSong,480,113,2.369,2.6289999999999996,2.661,2.715,0.457,0.593,0.69,0.629,640,480,yuv420p,29.619,,,
152,CoverSong_480P-64d0,CoverSong,480,131,3.917,3.859,3.833,3.832,0.47100000000000003,0.527,0.519,0.431,640,480,yuv420p,25.0,,,
153,CoverSong_480P-6c3e,CoverSong,480,115,2.502,2.0340000000000003,1.93,2.011,0.763,0.687,0.5479999999999999,0.622,720,480,yuv420p,29.970029970029998,,,
154,CoverSong_480P-6c50,CoverSong,480,107,2.7289999999999996,2.895,2.8139999999999996,2.73,0.5379999999999999,0.586,0.617,0.568,640,480,yuv422p,30.0,,,
156,CoverSong_480P-7f6d,CoverSong,480,131,3.048,3.0189999999999997,2.9210000000000003,2.96,0.619,0.503,0.612,0.5770000000000001,854,480,yuv420p,29.970029970029998,,,
157,CoverSong_720P-014c,CoverSong,720,120,2.6180000000000003,2.359,2.387,2.4730000000000003,0.66,0.493,0.616,0.62,1280,720,yuv420p,29.970029970029998,,,
159,CoverSong_720P-0239,CoverSong,720,112,2.52,2.595,2.479,2.432,0.6,0.6459999999999999,0.5379999999999999,0.5760000000000001,1280,720,yuv420p,30.0,,,
161,CoverSong_720P-10f1,CoverSong,720,118,2.805,2.9389999999999996,2.772,2.532,0.787,0.7929999999999999,0.8640000000000001,1.088,1280,720,yuv420p,29.970029970029998,,,
162,CoverSong_720P-1393,CoverSong,720,116,4.059,3.88,3.8789999999999996,3.846,0.42700000000000005,0.46799999999999997,0.48200000000000004,0.478,1280,720,yuv420p,30.0,,,
164,CoverSong_720P-2d05,CoverSong,720,119,3.2239999999999998,3.0869999999999997,2.9960000000000004,3.3930000000000002,0.643,0.61,0.655,0.537,1280,720,yuv420p,25.0,,,
167,CoverSong_720P-4006,CoverSong,720,118,3.4139999999999997,3.397,3.3760000000000003,3.427,0.534,0.506,0.537,0.47,1280,720,yuv420p,25.0,,,
168,CoverSong_720P-449f,CoverSong,720,108,3.4960000000000004,3.532,3.477,3.403,0.525,0.573,0.514,0.475,1280,720,yuv420p,29.970029970029998,,,
169,CoverSong_720P-5689,CoverSong,720,133,2.3169999999999997,2.656,2.4930000000000003,2.426,1.0270000000000001,0.9179999999999999,1.117,0.981,960,720,yuv420p,29.970029970029998,,,
170,CoverSong_720P-5ba2,CoverSong,720,128,2.8339999999999996,2.8710000000000004,2.792,2.9,0.605,0.634,0.5579999999999999,0.561,1280,720,yuv420p,29.970029970029998,,,
171,CoverSong_720P-60d3,CoverSong,720,134,2.991,2.7939999999999996,2.7880000000000003,2.8,0.5770000000000001,0.49200000000000005,0.462,0.47100000000000003,1280,720,yuv420p,30.12,,,
172,CoverSong_720P-6626,CoverSong,720,123,3.3160000000000003,2.952,3.0389999999999997,3.155,0.479,0.588,0.58,0.53,1280,720,yuv420p,15.0,,,
174,CoverSong_720P-6b8c,CoverSong,720,123,2.988,2.8160000000000003,2.888,2.924,0.665,0.639,0.6940000000000001,0.648,1280,720,yuv420p,25.0,,,
175,CoverSong_720P-6d6a,CoverSong,720,115,3.52,3.4589999999999996,3.492,3.3480000000000003,0.5489999999999999,0.5529999999999999,0.511,0.496,1280,720,yuv420p,30.0,,,
176,CoverSong_720P-6d81,CoverSong,720,120,3.145,3.049,3.096,3.092,0.5760000000000001,0.633,0.5579999999999999,0.498,1280,720,yuv420p,29.970029970029998,,,
177,CoverSong_720P-7360,CoverSong,720,132,2.798,2.682,2.502,2.521,0.639,0.5,0.47600000000000003,0.49,1280,720,yuv420p,29.970029970029998,,,
178,CoverSong_720P-7539,CoverSong,720,145,2.3480000000000003,1.868,2.077,2.6710000000000003,0.9359999999999999,0.802,0.9670000000000001,0.821,1280,720,yuv420p,24.0,,,
182,Gaming_1080P-0ce6,Gaming,1080,111,3.968,3.93,4.223,4.019,0.5329999999999999,0.565,0.54,0.48100000000000004,1920,1080,yuv420p,30.0,,,
183,Gaming_1080P-0ef8,Gaming,1080,108,3.781,4.047,3.835,3.759,0.48100000000000004,0.608,0.446,0.551,1920,1080,yuv420p,29.970029970029998,,,
184,Gaming_1080P-12d4,Gaming,1080,134,4.494,4.422,4.354,4.122,0.449,0.479,0.5429999999999999,0.6990000000000001,1920,1080,yuv420p,30.0,,,
185,Gaming_1080P-13e3,Gaming,1080,126,4.434,4.513,4.504,4.535,0.46,0.413,0.467,0.409,1920,1080,yuv420p,59.9400630914826,,,
186,Gaming_1080P-1704,Gaming,1080,140,4.295,4.302,4.07,4.176,0.637,0.474,0.544,0.5329999999999999,1920,1080,yuv420p,60.0,,,
187,Gaming_1080P-173a,Gaming,1080,115,3.013,3.13,3.3169999999999997,3.147,0.7,0.777,0.742,0.726,1920,1080,yuv420p,30.0,,,
189,Gaming_1080P-190d,Gaming,1080,125,3.898,3.758,3.9539999999999997,3.667,0.557,0.511,0.591,0.579,1920,1080,yuv420p,59.0,,,
191,Gaming_1080P-2221,Gaming,1080,124,4.239,4.183,4.192,4.1419999999999995,0.563,0.605,0.588,0.565,1920,1080,yuv420p,51.7390029325513,,,
192,Gaming_1080P-223e,Gaming,1080,137,4.283,4.207,4.461,4.34,0.493,0.358,0.433,0.524,1920,1080,yuv420p,29.970029970029998,,,
193,Gaming_1080P-26dc,Gaming,1080,130,3.5410000000000004,3.397,3.437,3.7239999999999998,0.8109999999999999,0.8420000000000001,0.77,0.637,1920,1080,yuv420p,29.970029970029998,,,
195,Gaming_1080P-277c,Gaming,1080,122,3.884,3.9810000000000003,3.7460000000000004,3.89,0.523,0.67,0.579,0.599,1920,1080,yuv420p,25.0,,,
196,Gaming_1080P-2927,Gaming,1080,135,4.441,4.477,4.487,4.468999999999999,0.44,0.469,0.41,0.457,1920,1080,yuv420p,60.0,,,
197,Gaming_1080P-29b1,Gaming,1080,124,3.8289999999999997,4.289,3.9619999999999997,3.574,0.498,0.541,0.542,0.6,1920,1080,yuv420p,29.970029970029998,,,
