,vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
12,Animation_360P-69e0,Animation,360,120,3.3819999999999997,3.2319999999999998,3.304,2.9010000000000002,0.599,0.733,0.755,0.784,640,360,yuv420p,29.97002997,,,
13,Animation_360P-7856,Animation,360,109,2.7510000000000003,2.647,2.6689999999999996,2.386,0.684,0.6940000000000001,0.7140000000000001,0.6779999999999999,640,360,yuv420p,29.97002997,,,
14,Animation_360P-794f,Animation,360,124,3.362,3.304,3.236,3.338,0.6409999999999999,0.561,0.586,0.55,640,360,yuv420p,29.97002997,,,
15,CoverSong_360P-0a9d,CoverSong,360,130,2.5380000000000003,2.2840000000000003,2.218,2.224,0.752,0.521,0.461,0.466,640,360,yuv420p,8.761000000000001,,,
16,CoverSong_360P-0aa2,CoverSong,360,123,2.511,2.3680000000000003,2.26,2.306,0.5720000000000001,0.495,0.45899999999999996,0.43200000000000005,640,360,yuv420p,30.0,,,
17,CoverSong_360P-11f9,CoverSong,360,120,2.79,2.6069999999999998,2.7539999999999996,2.647,0.55,0.542,0.56,0.58,640,360,yuv420p,16.522000000000002,,,
19,CoverSong_360P-13d2,CoverSong,360,104,2.5780000000000003,2.441,2.404,2.414,0.667,0.506,0.563,0.511,640,360,yuv420p,25.0,,,
20,CoverSong_360P-14b9,CoverSong,360,114,2.633,2.536,2.536,2.568,0.578,0.516,0.446,0.504,640,360,yuv420p,29.97002997,,,
21,CoverSong_360P-1b2b,CoverSong,360,116,3.409,3.159,3.252,3.063,0.5710000000000001,0.498,0.521,0.628,640,360,yuv420p,29.97002997,,,
22,CoverSong_360P-2146,CoverSong,360,128,2.273,2.254,2.256,2.2769999999999997,0.6759999999999999,0.45399999999999996,0.452,0.516,640,360,yuv420p,15.879000000000001,,,
23,CoverSong_360P-2b4d,CoverSong,360,125,2.7960000000000003,2.737,2.821,2.7060000000000004,0.5329999999999999,0.478,0.589,0.469,480,360,yuv420p,30.0,,,
24,CoverSong_360P-3218,CoverSong,360,129,2.427,2.281,2.3609999999999998,2.4290000000000003,0.7120000000000001,0.597,0.557,0.545,640,360,yuv420p,21.0,,,
25,CoverSong_360P-4add,CoverSong,360,128,2.855,2.6489999999999996,2.761,2.657,0.621,0.515,0.529,0.5,640,360,yuv420p,29.97002997,,,
26,CoverSong_360P-53a6,CoverSong,360,127,3.235,3.255,3.1889999999999996,3.023,0.506,0.528,0.555,0.6679999999999999,640,360,yuv420p,30.0,,,
27,CoverSong_360P-59d1,CoverSong,360,126,2.8280000000000003,2.421,2.437,2.42,0.667,0.44799999999999995,0.552,0.517,640,360,yuv420p,30.0,,,
28,CoverSong_360P-5a24,CoverSong,360,114,2.7889999999999997,2.675,2.8560000000000003,2.9419999999999997,0.6559999999999999,0.5379999999999999,0.568,0.615,640,360,yuv420p,29.97002997,,,
29,CoverSong_360P-5d20,CoverSong,360,119,2.943,2.7569999999999997,2.718,2.708,0.642,0.595,0.502,0.602,480,360,yuv420p,30.0,,,
30,CoverSong_360P-67ec,CoverSong,360,117,2.404,2.211,2.7939999999999996,2.9419999999999997,0.581,0.55,0.6,0.5660000000000001,640,360,yuv420p,29.97002997,,,
31,CoverSong_360P-69ef,CoverSong,360,118,3.145,3.033,3.218,3.011,0.609,0.5820000000000001,0.507,0.585,480,360,yuv420p,30.0,,,
32,CoverSong_360P-6d6a,CoverSong,360,104,3.273,3.24,3.194,3.3169999999999997,0.58,0.478,0.447,0.537,640,360,yuv420p,14.758,,,
33,CoverSong_360P-6da7,CoverSong,360,120,2.763,2.75,2.655,2.648,0.61,0.524,0.466,0.514,640,360,yuv420p,30.0,,,
34,Gaming_360P-043e,Gaming,360,106,2.582,2.655,2.5380000000000003,2.4130000000000003,0.605,0.7809999999999999,0.69,0.6990000000000001,450,360,yuv420p,30.0,,,
35,Gaming_360P-0b98,Gaming,360,134,3.14,2.812,2.583,3.415,0.728,0.7,0.934,0.616,640,360,yuv420p,30.0,,,
37,Gaming_360P-187a,Gaming,360,126,3.133,3.0010000000000003,3.198,3.062,0.667,0.6559999999999999,0.589,0.654,640,360,yuv420p,29.97002997,,,
41,Gaming_360P-215f,Gaming,360,120,2.8689999999999998,2.775,2.748,2.745,0.677,0.659,0.721,0.573,640,360,yuv420p,30.0,,,
42,Gaming_360P-2164,Gaming,360,111,3.245,3.034,2.9539999999999997,3.0039999999999996,0.6970000000000001,0.629,0.6709999999999999,0.6409999999999999,640,360,yuv422p,25.0,,,
43,Gaming_360P-21d2,Gaming,360,127,2.372,2.498,2.45,2.5660000000000003,0.6709999999999999,0.865,0.8440000000000001,0.848,480,360,yuv420p,25.0,,,
44,Gaming_360P-2330,Gaming,360,120,2.6069999999999998,2.2840000000000003,2.458,2.475,0.7390000000000001,0.57,0.7559999999999999,0.536,640,360,yuv420p,29.97002997,,,
45,Gaming_360P-279f,Gaming,360,127,2.841,2.895,2.983,2.9419999999999997,0.59,0.853,0.731,0.6990000000000001,640,360,yuv420p,30.0,,,
47,Gaming_360P-2f99,Gaming,360,129,3.281,3.4130000000000003,3.43,3.145,0.7090000000000001,0.48100000000000004,0.524,0.647,640,360,yuv420p,45.335,,,
48,Gaming_360P-3794,Gaming,360,113,1.475,1.5430000000000001,1.621,1.5590000000000002,0.547,0.622,0.71,0.6559999999999999,640,360,yuv420p,18.506,,,
50,Gaming_360P-3eb6,Gaming,360,145,3.1839999999999997,3.2760000000000002,3.103,3.108,0.6579999999999999,0.6579999999999999,0.67,0.6890000000000001,640,360,yuv420p,59.79099678,,,
51,Gaming_360P-48b0,Gaming,360,110,3.427,3.4339999999999997,3.287,3.245,0.5,0.521,0.5670000000000001,0.569,480,360,yuv420p,24.919,,,
52,Gaming_360P-4f09,Gaming,360,124,3.5060000000000002,3.417,3.511,3.3160000000000003,0.634,0.604,0.611,0.619,640,360,yuv420p,30.0,,,
54,Gaming_360P-56fe,Gaming,360,127,2.439,2.293,2.041,2.305,0.767,0.705,0.665,0.5710000000000001,640,360,yuv420p,24.0,,,
55,Gaming_360P-586d,Gaming,360,109,3.0260000000000002,2.813,2.827,2.911,0.743,0.648,0.67,0.647,640,360,yuv420p,60.04899777,,,
56,Gaming_360P-5e0f,Gaming,360,123,3.012,2.9560000000000004,3.049,3.1860000000000004,0.695,0.66,0.65,0.71,464,360,yuv420p,30.0,,,
57,Gaming_360P-6207,Gaming,360,113,3.3489999999999998,3.3680000000000003,3.252,3.31,0.613,0.527,0.6809999999999999,0.613,640,360,yuv420p,30.0,,,
58,Gaming_360P-63e6,Gaming,360,117,2.636,2.543,2.362,2.397,0.726,0.722,0.595,0.624,640,360,yuv420p,24.453000000000003,,,
61,Gaming_360P-73c7,Gaming,360,124,3.247,3.2439999999999998,3.235,3.323,0.67,0.557,0.588,0.5710000000000001,640,360,yuv420p,23.97602398,,,
62,Gaming_360P-7975,Gaming,360,127,2.761,2.765,2.7460000000000004,2.417,0.665,0.679,0.581,0.573,640,360,yuv420p,30.0,,,
63,Gaming_360P-7acb,Gaming,360,106,3.0589999999999997,3.08,2.862,2.927,0.6,0.627,0.605,0.664,640,360,yuv420p,30.0,,,
64,HowTo_360P-041c,HowTo,360,122,3.214,2.906,2.8560000000000003,2.969,0.511,0.607,0.555,0.614,640,360,yuv420p,30.0,,,
65,HowTo_360P-0562,HowTo,360,126,3.261,3.27,3.225,3.168,0.49200000000000005,0.479,0.495,0.494,640,360,yuv420p,25.0,,,
66,HowTo_360P-06be,HowTo,360,122,3.6010000000000004,3.509,3.443,3.466,0.452,0.47600000000000003,0.499,0.485,640,360,yuv420p,25.0,,,
67,HowTo_360P-09f8,HowTo,360,110,2.951,2.8160000000000003,2.839,2.8710000000000004,0.602,0.645,0.637,0.614,640,360,yuv420p,30.0,,,
68,HowTo_360P-127f,HowTo,360,114,3.332,2.9789999999999996,2.702,2.825,0.5489999999999999,0.623,0.5479999999999999,0.615,640,360,yuv420p,25.0,,,
69,HowTo_360P-1823,HowTo,360,125,3.056,2.612,2.8339999999999996,2.8569999999999998,0.584,0.5770000000000001,0.679,0.612,640,360,yuv420p,30.0,,,
70,HowTo_360P-18e7,HowTo,360,123,2.78,2.903,2.775,2.602,0.632,0.662,0.659,0.652,640,360,yuv420p,15.0,,,
71,HowTo_360P-1dba,HowTo,360,126,1.9069999999999998,1.742,1.828,1.9169999999999998,0.764,0.619,0.625,0.742,640,360,yuv420p,28.318,,,
72,HowTo_360P-2074,HowTo,360,127,3.536,3.455,3.537,3.448,0.452,0.47600000000000003,0.447,0.44,640,360,yuv420p,30.0,,,
73,HowTo_360P-2a3b,HowTo,360,114,2.589,2.448,2.445,2.8360000000000003,0.652,0.7120000000000001,0.653,0.73,640,360,yuv420p,15.0,,,
74,HowTo_360P-2d35,HowTo,360,124,2.847,2.833,2.66,2.685,0.632,0.6709999999999999,0.5660000000000001,0.514,640,360,yuv420p,29.97002997,,,
75,HowTo_360P-2fd5,HowTo,360,127,2.049,1.52,1.682,1.811,1.0270000000000001,0.607,0.74,0.82,640,360,yuv420p,26.7,,,
76,HowTo_360P-3aa6,HowTo,360,126,3.0189999999999997,3.025,2.984,3.156,0.629,0.631,0.611,0.508,640,360,yuv420p,23.97602398,,,
77,HowTo_360P-4276,HowTo,360,115,3.448,3.29,3.283,3.273,0.489,0.498,0.504,0.5589999999999999,640,360,yuv420p,30.0,,,
78,HowTo_360P-4e4c,HowTo,360,119,3.005,2.745,3.009,3.227,0.615,0.58,0.625,0.57,640,360,yuv420p,25.0,,,
79,HowTo_360P-55e9,HowTo,360,140,3.4960000000000004,3.542,3.654,3.7289999999999996,0.496,0.444,0.51,0.465,640,360,yuv420p,29.97002997,,,
80,HowTo_360P-5da7,HowTo,360,122,3.425,3.304,3.392,3.34,0.5760000000000001,0.5379999999999999,0.518,0.499,640,360,yuv420p,30.0,,,
81,HowTo_360P-6093,HowTo,360,113,3.205,3.173,3.023,3.2560000000000002,0.513,0.474,0.616,0.462,640,360,yuv420p,25.0,,,
82,HowTo_360P-6a0e,HowTo,360,139,2.104,2.01,1.901,1.835,0.85,0.894,0.758,0.732,640,360,yuv420p,30.0,,,
83,HowTo_360P-7083,HowTo,360,131,3.031,2.948,2.824,2.898,0.636,0.601,0.5429999999999999,0.574,640,360,yuv420p,29.97002997,,,
84,HowTo_360P-7dcd,HowTo,360,144,3.035,3.069,3.057,2.997,0.62,0.62,0.6679999999999999,0.62,640,360,yuv420p,24.0,,,
85,HowTo_360P-7fb1,HowTo,360,114,3.322,3.26,3.155,3.264,0.5489999999999999,0.581,0.659,0.54,640,360,yuv420p,30.0,,,
86,Lecture_360P-03bc,Lecture,360,130,2.762,2.492,2.638,2.7939999999999996,0.71,0.831,0.705,0.61,640,360,yuv420p,25.0,,,
87,Lecture_360P-051a,Lecture,360,131,2.64,2.448,2.454,2.3409999999999997,0.644,0.664,0.599,0.621,480,360,yuv420p,25.0,,,
88,Lecture_360P-114f,Lecture,360,128,4.172,4.037,4.197,3.8280000000000003,0.588,0.568,0.524,0.47700000000000004,640,360,yuv420p,25.0,,,
89,Lecture_360P-20c3,Lecture,360,116,3.133,3.029,3.1,2.955,0.513,0.5670000000000001,0.601,0.596,640,360,yuv420p,14.842,,,
90,Lecture_360P-2276,Lecture,360,124,3.742,3.8080000000000003,3.6860000000000004,3.682,0.49700000000000005,0.483,0.45799999999999996,0.495,640,360,yuv420p,25.0,,,
91,Lecture_360P-27db,Lecture,360,122,3.092,2.992,3.011,3.045,0.625,0.618,0.622,0.564,640,360,yuv420p,15.0,,,
92,Lecture_360P-2c55,Lecture,360,115,3.717,3.5789999999999997,3.736,3.676,0.433,0.491,0.475,0.503,640,360,yuv420p,29.97002997,,,
93,Lecture_360P-2d1f,Lecture,360,112,3.62,3.4939999999999998,3.3960000000000004,3.432,0.46299999999999997,0.51,0.488,0.47200000000000003,640,360,yuv420p,30.0,,,
94,Lecture_360P-30eb,Lecture,360,117,3.35,3.122,3.208,3.375,0.494,0.541,0.52,0.517,640,360,yuv420p,29.97002997,,,
95,Lecture_360P-311d,Lecture,360,110,3.603,3.4939999999999998,3.477,3.5260000000000002,0.474,0.46399999999999997,0.49700000000000005,0.499,640,360,yuv420p,25.0,,,
96,Lecture_360P-3590,Lecture,360,120,3.7030000000000003,3.623,3.6039999999999996,3.516,0.49700000000000005,0.5329999999999999,0.478,0.516,640,360,yuv420p,29.97002997,,,
97,Lecture_360P-44c2,Lecture,360,122,3.389,3.3680000000000003,3.168,3.253,0.486,0.501,0.475,0.55,640,360,yuv420p,29.97002997,,,
98,Lecture_360P-4bb4,Lecture,360,122,3.822,3.73,3.6310000000000002,3.508,0.43200000000000005,0.45899999999999996,0.496,0.483,640,360,yuv420p,25.0,,,
99,Lecture_360P-4f00,Lecture,360,133,3.1719999999999997,3.074,3.0780000000000003,3.114,0.6859999999999999,0.598,0.575,0.5,640,360,yuv420p,15.0,,,
100,Lecture_360P-506c,Lecture,360,130,3.168,3.055,2.865,2.662,0.633,0.617,0.579,0.57,640,360,yuv420p,11.710999999999999,,,
101,Lecture_360P-5594,Lecture,360,116,3.367,3.406,3.483,3.408,0.506,0.516,0.54,0.56,640,360,yuv420p,29.97002997,,,
102,Lecture_360P-5779,Lecture,360,129,3.069,3.102,3.042,3.0439999999999996,0.598,0.574,0.5489999999999999,0.5920000000000001,540,360,yuv420p,30.0,,,
103,Lecture_360P-5aea,Lecture,360,124,3.088,2.865,2.7039999999999997,2.915,0.679,0.613,0.632,0.675,640,360,yuv420p,29.97002997,,,
104,Lecture_360P-5d0a,Lecture,360,135,3.4160000000000004,3.242,3.346,3.2969999999999997,0.485,0.47600000000000003,0.514,0.40700000000000003,640,360,yuv420p,25.0,,,
106,Lecture_360P-6656,Lecture,360,132,3.458,3.074,3.472,3.6239999999999997,0.498,0.7190000000000001,0.47600000000000003,0.522,640,360,yuv420p,29.97002997,,,
108,Lecture_360P-6d29,Lecture,360,134,2.99,2.67,2.958,3.017,0.57,0.532,0.605,0.574,640,360,yuv420p,30.0,,,
109,Lecture_360P-7550,Lecture,360,129,3.033,3.0060000000000002,3.1630000000000003,3.407,0.568,0.564,0.618,0.528,640,360,yuv420p,15.072000000000001,,,
110,Lecture_360P-7a57,Lecture,360,115,3.4930000000000003,3.292,3.3289999999999997,2.978,0.47,0.5,0.5529999999999999,0.614,640,360,yuv420p,29.97002997,,,
111,Lecture_360P-7f7e,Lecture,360,103,3.679,3.637,3.335,3.3480000000000003,0.52,0.514,0.508,0.59,640,360,yuv420p,25.0,,,
112,LiveMusic_360P-121f,LiveMusic,360,121,3.43,3.43,3.5039999999999996,3.58,0.509,0.436,0.465,0.42,640,360,yuv420p,29.97002997,,,
113,LiveMusic_360P-1d94,LiveMusic,360,122,3.028,3.123,2.9989999999999997,2.944,0.622,0.612,0.578,0.602,640,360,yuv420p,25.0,,,
114,LiveMusic_360P-22c5,LiveMusic,360,130,3.2310000000000003,3.275,3.278,3.2310000000000003,0.5,0.49700000000000005,0.531,0.544,640,360,yuv420p,30.0,,,
115,LiveMusic_360P-2508,LiveMusic,360,126,3.0039999999999996,3.015,2.91,3.015,0.623,0.625,0.598,0.5820000000000001,640,360,yuv420p,29.97002997,,,
116,LiveMusic_360P-265c,LiveMusic,360,114,2.339,1.835,1.861,1.911,0.588,0.594,0.628,0.6409999999999999,480,360,yuv420p,30.0,,,
117,LiveMusic_360P-2b0f,LiveMusic,360,127,3.4010000000000002,3.358,3.366,3.122,0.444,0.466,0.507,0.598,640,360,yuv420p,25.0,,,
118,LiveMusic_360P-3979,LiveMusic,360,132,1.838,1.633,1.68,2.146,0.718,0.727,0.7440000000000001,0.867,640,360,yuv420p,29.97002997,,,
119,LiveMusic_360P-3b96,LiveMusic,360,132,2.358,2.0380000000000003,1.994,2.0380000000000003,0.977,0.812,0.762,0.8420000000000001,640,360,yuv420p,25.0,,,
120,LiveMusic_360P-3be0,LiveMusic,360,123,1.72,1.787,1.719,1.6680000000000001,0.579,0.632,0.7190000000000001,0.755,480,360,yuv420p,25.0,,,
122,LiveMusic_360P-48d5,LiveMusic,360,138,3.325,3.275,3.588,3.498,0.457,0.556,0.48,0.48200000000000004,640,360,yuv420p,29.97002997,,,
123,LiveMusic_360P-5281,LiveMusic,360,124,3.596,3.5589999999999997,3.575,3.576,0.45399999999999996,0.489,0.47200000000000003,0.455,640,360,yuv420p,30.0,,,
124,LiveMusic_360P-54d0,LiveMusic,360,115,3.5589999999999997,3.6039999999999996,3.612,3.658,0.461,0.447,0.493,0.444,640,360,yuv420p,30.0,,,
125,LiveMusic_360P-5b57,LiveMusic,360,118,2.773,2.7689999999999997,2.891,2.781,0.583,0.504,0.618,0.579,640,360,yuv420p,25.0,,,
126,LiveMusic_360P-6266,LiveMusic,360,121,3.383,3.32,3.323,3.5189999999999997,0.506,0.546,0.489,0.49700000000000005,640,360,yuv420p,29.97002997,,,
127,LiveMusic_360P-6640,LiveMusic,360,128,3.11,2.909,3.116,2.8280000000000003,0.525,0.645,0.565,0.655,640,360,yuv420p,24.0,,,
128,LiveMusic_360P-6a65,LiveMusic,360,113,2.427,2.471,2.269,2.0269999999999997,0.586,0.596,0.531,0.581,480,360,yuv420p,25.0,,,
130,LiveMusic_360P-7483,LiveMusic,360,140,3.063,2.997,2.949,3.043,0.601,0.616,0.575,0.603,640,360,yuv420p,29.97002997,,,
132,LyricVideo_360P-0ac7,LyricVideo,360,111,2.964,2.988,2.8539999999999996,2.86,0.625,0.604,0.612,0.58,480,360,yuv420p,25.0,,,
134,LyricVideo_360P-17ce,LyricVideo,360,125,2.83,2.523,2.395,2.6210000000000004,0.705,0.595,0.505,0.5579999999999999,480,360,yuv420p,25.0,,,
135,LyricVideo_360P-3afc,LyricVideo,360,120,2.685,2.676,2.971,2.873,0.56,0.6920000000000001,0.65,0.61,480,360,yuv420p,25.0,,,
136,LyricVideo_360P-5868,LyricVideo,360,116,3.1069999999999998,2.6430000000000002,2.98,3.3339999999999996,0.6990000000000001,0.863,0.7070000000000001,0.649,640,360,yuv420p,29.97002997,,,
139,LyricVideo_360P-5e87,LyricVideo,360,132,2.9989999999999997,2.968,3.0239999999999996,3.009,0.637,0.598,0.5479999999999999,0.614,640,360,yuv420p,6.0,,,
142,MusicVideo_360P-08cb,MusicVideo,360,126,3.4010000000000002,3.307,3.135,2.926,0.584,0.446,0.589,0.628,640,360,yuv420p,24.956,,,
143,MusicVideo_360P-17e4,MusicVideo,360,123,3.233,3.3169999999999997,3.1210000000000004,3.1430000000000002,0.635,0.546,0.664,0.625,640,360,yuv420p,29.97002997,,,
144,MusicVideo_360P-24b0,MusicVideo,360,113,3.512,3.283,2.96,3.3939999999999997,0.539,0.6970000000000001,0.715,0.525,640,360,yuv420p,30.0,,,
146,MusicVideo_360P-2fcb,MusicVideo,360,128,3.6189999999999998,3.6830000000000003,3.602,3.693,0.51,0.457,0.436,0.457,640,360,yuv420p,25.0,,,
147,MusicVideo_360P-462f,MusicVideo,360,116,3.51,3.653,3.364,3.07,0.48700000000000004,0.586,0.5760000000000001,0.624,640,360,yuv420p,29.97002997,,,
148,MusicVideo_360P-4de7,MusicVideo,360,127,2.968,2.9819999999999998,2.8369999999999997,2.839,0.589,0.5710000000000001,0.545,0.556,480,360,yuv420p,29.97002997,,,
149,MusicVideo_360P-5358,MusicVideo,360,125,3.069,2.63,2.88,2.909,0.612,0.524,0.667,0.609,640,360,yuv420p,29.97002997,,,
150,MusicVideo_360P-5578,MusicVideo,360,120,2.873,2.7510000000000003,2.638,2.6639999999999997,0.665,0.62,0.6629999999999999,0.639,480,360,yuv420p,29.97002997,,,
151,MusicVideo_360P-5699,MusicVideo,360,116,3.7760000000000002,3.714,3.7439999999999998,3.638,0.42200000000000004,0.479,0.47600000000000003,0.478,640,360,yuv420p,30.0,,,
152,MusicVideo_360P-5f07,MusicVideo,360,120,2.9210000000000003,2.6830000000000003,2.918,2.763,0.629,0.503,0.5539999999999999,0.47700000000000004,640,360,yuv420p,23.97602398,,,
153,MusicVideo_360P-5f8d,MusicVideo,360,103,2.437,2.202,2.374,2.1,0.574,0.556,0.59,0.5329999999999999,640,360,yuv420p,29.97002997,,,
154,MusicVideo_360P-648c,MusicVideo,360,115,3.272,2.998,2.928,2.86,0.68,0.713,0.7490000000000001,0.8220000000000001,640,360,yuv420p,29.97002997,,,
155,MusicVideo_360P-7b94,MusicVideo,360,107,2.44,2.24,2.259,2.392,0.524,0.627,0.604,0.75,640,360,yuv420p,23.97602398,,,
156,NewsClip_360P-0376,NewsClip,360,132,3.095,3.105,3.1180000000000003,3.247,0.562,0.608,0.63,0.532,640,360,yuv420p,30.0,,,
158,NewsClip_360P-0c17,NewsClip,360,136,2.968,2.66,2.7089999999999996,2.677,0.624,0.45,0.45899999999999996,0.465,480,360,yuv420p,23.97602398,,,
159,NewsClip_360P-0ff8,NewsClip,360,114,3.5180000000000002,3.533,3.447,3.449,0.598,0.48,0.581,0.506,640,360,yuv420p,30.0,,,
160,NewsClip_360P-1093,NewsClip,360,117,3.1,3.252,3.148,3.1630000000000003,0.583,0.446,0.461,0.48,480,360,yuv420p,25.0,,,
161,NewsClip_360P-12fc,NewsClip,360,115,2.9019999999999997,2.918,2.905,2.965,0.586,0.615,0.601,0.642,480,360,yuv420p,23.97602398,,,
162,NewsClip_360P-1b1c,NewsClip,360,118,3.514,3.178,3.366,3.389,0.49,0.613,0.507,0.53,640,360,yuv420p,25.0,,,
163,NewsClip_360P-1e1c,NewsClip,360,117,3.2539999999999996,2.9210000000000003,3.1319999999999997,2.998,0.541,0.593,0.41100000000000003,0.573,480,360,yuv420p,25.0,,,
164,NewsClip_360P-1eae,NewsClip,360,126,3.467,3.5260000000000002,3.467,3.5669999999999997,0.501,0.483,0.486,0.452,640,360,yuv420p,30.0,,,
165,NewsClip_360P-22ce,NewsClip,360,106,2.698,2.654,2.747,2.552,0.6659999999999999,0.632,0.679,0.599,480,360,yuv420p,25.0,,,
166,NewsClip_360P-274e,NewsClip,360,115,3.332,3.18,3.301,3.215,0.46,0.494,0.505,0.47100000000000003,480,360,yuv420p,25.0,,,
167,NewsClip_360P-2986,NewsClip,360,124,2.9019999999999997,2.676,2.592,2.68,0.648,0.6459999999999999,0.612,0.621,640,360,yuv420p,25.0,,,
168,NewsClip_360P-2c91,NewsClip,360,111,2.859,2.884,2.728,2.502,0.614,0.637,0.527,0.47100000000000003,480,320,yuv420p,25.0,,,
169,NewsClip_360P-311a,NewsClip,360,113,2.447,2.062,2.235,2.492,0.633,0.81,0.672,0.708,480,360,yuv420p,23.97602398,,,
170,NewsClip_360P-3451,NewsClip,360,137,2.121,2.323,2.134,2.211,0.733,0.627,0.561,0.47100000000000003,480,320,yuv420p,25.0,,,
171,NewsClip_360P-4288,NewsClip,360,124,3.3930000000000002,3.4419999999999997,3.548,3.5010000000000003,0.507,0.5,0.434,0.455,640,352,yuv420p,25.0,,,
172,NewsClip_360P-439a,NewsClip,360,113,3.282,3.245,3.0980000000000003,3.165,0.486,0.51,0.64,0.522,480,320,yuv420p,25.0,,,
173,NewsClip_360P-4417,NewsClip,360,137,2.924,2.773,2.7939999999999996,2.7960000000000003,0.64,0.619,0.6609999999999999,0.688,480,320,yuv420p,25.0,,,
174,NewsClip_360P-5052,NewsClip,360,132,2.095,2.248,2.175,2.292,0.675,0.557,0.562,0.519,640,360,yuv420p,29.97002997,,,
175,NewsClip_360P-5752,NewsClip,360,145,3.346,3.214,3.265,3.339,0.5479999999999999,0.501,0.478,0.46299999999999997,480,360,yuv420p,25.0,,,
176,NewsClip_360P-5bcc,NewsClip,360,140,2.864,2.824,2.862,2.765,0.602,0.629,0.621,0.703,480,360,yuv420p,25.0,,,
177,NewsClip_360P-5f3b,NewsClip,360,123,2.298,2.1959999999999997,2.158,2.261,0.583,0.653,0.647,0.616,480,360,yuv420p,25.0,,,
178,NewsClip_360P-66ae,NewsClip,360,118,3.218,3.17,3.014,3.029,0.529,0.513,0.5760000000000001,0.511,480,360,yuv420p,25.0,,,
179,NewsClip_360P-67ce,NewsClip,360,116,3.196,2.9219999999999997,2.72,2.965,0.49,0.594,0.502,0.5770000000000001,640,360,yuv420p,23.97602398,,,
180,NewsClip_360P-7a96,NewsClip,360,120,2.291,1.946,1.94,1.827,0.6559999999999999,0.627,0.574,0.618,480,360,yuv420p,25.0,,,
181,Sports_360P-02c3,Sports,360,120,3.3960000000000004,3.389,3.2960000000000003,3.3480000000000003,0.502,0.447,0.46399999999999997,0.469,640,360,yuv420p,25.0,,,
182,Sports_360P-0c66,Sports,360,124,3.097,2.9210000000000003,2.937,2.966,0.629,0.605,0.6459999999999999,0.63,720,360,yuv420p,29.97002997,,,
183,Sports_360P-0dda,Sports,360,126,2.8680000000000003,2.552,2.588,2.555,0.664,0.49,0.502,0.49,768,432,yuv420p,24.961,,,
184,Sports_360P-11b7,Sports,360,117,2.401,2.307,2.5980000000000003,2.701,0.622,0.654,0.597,0.7170000000000001,480,360,yuv420p,29.97002997,,,
186,Sports_360P-1803,Sports,360,119,3.593,3.2460000000000004,3.486,3.717,0.485,0.62,0.47700000000000004,0.418,720,400,yuv420p,29.97002997,,,
188,Sports_360P-1d5c,Sports,360,130,3.781,3.825,3.77,3.2439999999999998,0.442,0.442,0.49,0.5670000000000001,640,360,yuv420p,25.0,,,
189,Sports_360P-2725,Sports,360,114,2.862,2.906,2.903,2.926,0.611,0.508,0.5720000000000001,0.569,640,352,yuv420p,30.0,,,
190,Sports_360P-27b0,Sports,360,123,2.82,2.839,2.62,2.87,0.628,0.6729999999999999,0.5329999999999999,0.602,640,352,yuv420p,30.0230011,,,
